loss,accuracy,val_loss,val_accuracy,lr
0.8220857381820679,0.575678825378418,0.6022974848747253,0.7061994671821594,0.001
0.654525101184845,0.6597342491149902,0.5087432265281677,0.7506738305091858,0.001
0.593115508556366,0.6926631927490234,0.4862363934516907,0.7614555358886719,0.001
0.5455837249755859,0.722992479801178,0.4709784686565399,0.7735849022865295,0.001
0.4981737732887268,0.7729635834693909,0.4297332763671875,0.8167116045951843,0.001
0.48728904128074646,0.7651646733283997,0.41816073656082153,0.8059298992156982,0.001
0.4572424292564392,0.7833622097969055,0.4142000377178192,0.8032345175743103,0.001
0.436947226524353,0.7943385243415833,0.43866732716560364,0.8113207817077637,0.001
0.43237555027008057,0.8087810277938843,0.3840983211994171,0.835579514503479,0.001
0.41761407256126404,0.8134026527404785,0.3743464946746826,0.8315364122390747,0.001
0.411681205034256,0.8119584321975708,0.37912192940711975,0.835579514503479,0.001
0.3985249698162079,0.8220681548118591,0.37975725531578064,0.8396226167678833,0.001
0.3916532099246979,0.8258232474327087,0.36245739459991455,0.842318058013916,0.001
0.373576283454895,0.8376660943031311,0.37551209330558777,0.8382749557495117,0.001
0.38086748123168945,0.8281340003013611,0.3715176284313202,0.8315364122390747,0.001
0.3670562207698822,0.8463315963745117,0.4108888804912567,0.8301886916160583,0.001
0.36623629927635193,0.8440207839012146,0.36371859908103943,0.8571428656578064,0.0005
0.3412381708621979,0.8552859425544739,0.3677056133747101,0.85579514503479,0.0005
0.3312075138092041,0.8561525344848633,0.3444003164768219,0.8652291297912598,0.0005
0.3410559296607971,0.8518197536468506,0.3412196636199951,0.862533688545227,0.0005
0.32842645049095154,0.8607740998268127,0.33931291103363037,0.862533688545227,0.0005
0.31670081615448,0.8619295358657837,0.34355708956718445,0.8598382472991943,0.0005
0.3052864968776703,0.8781051635742188,0.3291977643966675,0.8665767908096313,0.0005
0.299422949552536,0.8772385716438293,0.3354485332965851,0.8611859679222107,0.0005
0.29758867621421814,0.8714615702629089,0.3475489318370819,0.85579514503479,0.0005
0.28588855266571045,0.8812825083732605,0.3513726592063904,0.8611859679222107,0.0005
0.2931101322174072,0.8769497275352478,0.32427504658699036,0.8706199526786804,0.00025
0.28208547830581665,0.8844598531723022,0.32802873849868774,0.8611859679222107,0.00025
0.2870677411556244,0.8760831952095032,0.3212958574295044,0.8840970396995544,0.00025
0.27886998653411865,0.8792605400085449,0.33187010884284973,0.8706199526786804,0.00025
0.2693193852901459,0.8922588229179382,0.3260924518108368,0.8652291297912598,0.00025
0.27125734090805054,0.8928365111351013,0.32807499170303345,0.8800539374351501,0.00025
0.25740116834640503,0.8977469801902771,0.3235560953617096,0.8773584961891174,0.000125
0.25226449966430664,0.897169291973114,0.32739394903182983,0.8773584961891174,0.000125
0.24768169224262238,0.8968803882598877,0.3279345631599426,0.8760107755661011,0.000125
