loss,accuracy,val_loss,val_accuracy,lr
0.7252682447433472,0.6034084558486938,0.5459626317024231,0.7749326229095459,0.001
0.5752549767494202,0.7114384770393372,0.7961330413818359,0.7142857313156128,0.001
0.534305214881897,0.7342576384544373,0.6484745740890503,0.7142857313156128,0.001
0.5197932720184326,0.7484112977981567,0.4176763594150543,0.8234501481056213,0.001
0.47639012336730957,0.7683420181274414,0.4204328656196594,0.8234501481056213,0.001
0.45824524760246277,0.777007520198822,0.44014766812324524,0.8167116045951843,0.001
0.4303179383277893,0.7888503670692444,0.5008188486099243,0.8207547068595886,0.001
0.4151288568973541,0.798671305179596,0.43494874238967896,0.822102427482605,0.0005
0.3883151113986969,0.8157134652137756,0.39103761315345764,0.8436657786369324,0.0005
0.3734392523765564,0.8266897797584534,0.3917057514190674,0.8450134992599487,0.0005
0.3772391974925995,0.8203350901603699,0.38450708985328674,0.8315364122390747,0.0005
0.3458966016769409,0.8344887495040894,0.46406880021095276,0.8180593252182007,0.0005
0.3387799561023712,0.8428654074668884,0.519792377948761,0.8450134992599487,0.0005
0.3335074782371521,0.8469092845916748,0.48740464448928833,0.8544474244117737,0.0005
0.30264073610305786,0.8648180365562439,0.46009719371795654,0.8477088809013367,0.00025
0.28249865770339966,0.8740612268447876,0.44160571694374084,0.8584905862808228,0.00025
0.2757335901260376,0.872039258480072,0.4680202901363373,0.8652291297912598,0.00025
