loss,accuracy,val_loss,val_accuracy,lr
0.7599199414253235,0.6091854572296143,0.5263319611549377,0.7331536412239075,0.001
0.6077129244804382,0.701328694820404,0.4576793909072876,0.7938005328178406,0.001
0.5299948453903198,0.7443674206733704,0.41468143463134766,0.8059298992156982,0.001
0.4888709783554077,0.7677642703056335,0.4040568768978119,0.8180593252182007,0.001
0.4523869454860687,0.7928943037986755,0.4043017625808716,0.8126684427261353,0.001
0.42953208088874817,0.7949162125587463,0.3718280494213104,0.8436657786369324,0.001
0.4164298474788666,0.8128249645233154,0.3756033480167389,0.8274932503700256,0.001
0.3960818946361542,0.8186019659042358,0.35906362533569336,0.842318058013916,0.001
0.37157541513442993,0.8324667811393738,0.39813435077667236,0.8234501481056213,0.001
0.355867862701416,0.8379549384117126,0.36881643533706665,0.8315364122390747,0.001
0.36492475867271423,0.8454650640487671,0.34129390120506287,0.849056601524353,0.001
0.32989463210105896,0.8538417220115662,0.3326341509819031,0.85579514503479,0.001
0.3212961256504059,0.8584632873535156,0.327114462852478,0.8598382472991943,0.001
0.33286142349243164,0.8561525344848633,0.36659738421440125,0.8409703373908997,0.001
0.30278506875038147,0.872039258480072,0.35480189323425293,0.8450134992599487,0.001
0.2854512333869934,0.8807048201560974,0.3563091456890106,0.8504043221473694,0.001
0.2607111632823944,0.8945696353912354,0.3353807032108307,0.85579514503479,0.0005
0.24032975733280182,0.8997689485549927,0.3284868896007538,0.8665767908096313,0.0005
0.2239084243774414,0.9113229513168335,0.3465195596218109,0.862533688545227,0.0005
