loss,accuracy,val_loss,val_accuracy,lr
0.8106729388237,0.5909878611564636,0.5988009572029114,0.677897572517395,0.001
0.6840572953224182,0.6464471220970154,0.5402218103408813,0.7466307282447815,0.001
0.5892147421836853,0.7125938534736633,0.47959139943122864,0.7762803435325623,0.001
0.5432330369949341,0.7368572950363159,0.4440389573574066,0.8045822381973267,0.001
0.5071196556091309,0.7576545476913452,0.4432062804698944,0.7978436946868896,0.001
0.4899198114871979,0.7689197063446045,0.43039557337760925,0.8059298992156982,0.001
0.4758017957210541,0.784806489944458,0.40703368186950684,0.8113207817077637,0.001
0.46288517117500305,0.7865395545959473,0.4032248854637146,0.8207547068595886,0.001
0.43294811248779297,0.8035817742347717,0.3887598514556885,0.8261455297470093,0.001
0.41875866055488586,0.8119584321975708,0.3924858868122101,0.8315364122390747,0.001
0.4168122410774231,0.8174465894699097,0.3889504075050354,0.8180593252182007,0.001
0.3942616581916809,0.8220681548118591,0.3666205406188965,0.8396226167678833,0.001
0.3964308500289917,0.8249566555023193,0.3503241240978241,0.8517520427703857,0.001
0.38560009002685547,0.829289436340332,0.34765151143074036,0.849056601524353,0.001
0.366159588098526,0.8408434391021729,0.40353134274482727,0.8140161633491516,0.001
0.37061887979507446,0.8333333134651184,0.34716030955314636,0.849056601524353,0.001
0.37068918347358704,0.8347775936126709,0.3561287522315979,0.8436657786369324,0.001
0.35476231575012207,0.8521085977554321,0.3486539423465729,0.849056601524353,0.001
0.3649161458015442,0.8359329700469971,0.35393375158309937,0.849056601524353,0.001
0.3407566547393799,0.8567302227020264,0.32495179772377014,0.8638814091682434,0.0005
0.33002427220344543,0.8564413785934448,0.322348028421402,0.862533688545227,0.0005
0.3327447474002838,0.8648180365562439,0.329182893037796,0.8706199526786804,0.0005
0.3218122124671936,0.8601964116096497,0.3375227153301239,0.8544474244117737,0.0005
0.3252357244491577,0.8613518476486206,0.32299569249153137,0.8706199526786804,0.0005
0.3002902567386627,0.8694396018981934,0.31544557213783264,0.8638814091682434,0.00025
0.27176666259765625,0.8919699788093567,0.32684680819511414,0.8679245114326477,0.00025
0.30596238374710083,0.8766608834266663,0.3189937174320221,0.8679245114326477,0.00025
0.2792617976665497,0.887637197971344,0.3205357491970062,0.8706199526786804,0.00025
0.27897053956985474,0.8861929774284363,0.3109612762928009,0.8692722320556641,0.000125
0.293414831161499,0.8778163194656372,0.3126298487186432,0.8733153343200684,0.000125
0.27224090695381165,0.8844598531723022,0.3121359944343567,0.8679245114326477,0.000125
0.2746180295944214,0.8882148861885071,0.3061862885951996,0.8773584961891174,0.000125
0.27626878023147583,0.887637197971344,0.30528905987739563,0.8706199526786804,0.000125
0.28215891122817993,0.8870595097541809,0.3038376271724701,0.8787062168121338,0.000125
0.27243825793266296,0.88590407371521,0.30370262265205383,0.8733153343200684,0.000125
0.2558903098106384,0.8963027000427246,0.30291903018951416,0.8800539374351501,0.000125
0.2680308520793915,0.8919699788093567,0.30886977910995483,0.8773584961891174,0.000125
0.262999564409256,0.8919699788093567,0.3094661235809326,0.8746630549430847,0.000125
0.26436981558799744,0.8922588229179382,0.3085889518260956,0.8773584961891174,0.000125
0.24741235375404358,0.9012131690979004,0.3071015477180481,0.8733153343200684,6.25e-05
0.25337252020835876,0.8963027000427246,0.3049554228782654,0.8706199526786804,6.25e-05
0.25302785634994507,0.8934141993522644,0.3041290044784546,0.8773584961891174,6.25e-05
