loss,accuracy,val_loss,val_accuracy,lr
0.7696206569671631,0.6585788726806641,0.4923752546310425,0.7614555358886719,0.001
0.5470180511474609,0.7544772028923035,0.43168193101882935,0.8140161633491516,0.001
0.4680335521697998,0.7900058031082153,0.4673549234867096,0.7897574305534363,0.001
0.40335312485694885,0.8261120915412903,0.43952932953834534,0.801886796951294,0.001
0.3624648153781891,0.84315425157547,0.39668145775794983,0.8261455297470093,0.001
0.3514997959136963,0.8393992185592651,0.48176681995391846,0.8140161633491516,0.001
0.3290081024169922,0.8596187233924866,0.342119038105011,0.8571428656578064,0.001
0.30159494280815125,0.8694396018981934,0.32372191548347473,0.8719676733016968,0.001
0.27707991003990173,0.8873483538627625,0.30930933356285095,0.8638814091682434,0.001
0.2665984630584717,0.8963027000427246,0.35469913482666016,0.8598382472991943,0.001
0.2633674442768097,0.88590407371521,0.43598490953445435,0.8261455297470093,0.001
0.24559159576892853,0.9000577926635742,0.2894132435321808,0.8827493190765381,0.001
0.23383469879627228,0.8945696353912354,0.40866583585739136,0.8396226167678833,0.001
0.21280400454998016,0.9136337637901306,0.3001696467399597,0.8787062168121338,0.001
0.18255648016929626,0.9263431429862976,0.3415244519710541,0.8894878625869751,0.001
0.17420423030853271,0.9295204877853394,0.32116860151290894,0.8814015984535217,0.0005
0.1680036336183548,0.9324089884757996,0.2804512083530426,0.8881401419639587,0.0005
0.1525009721517563,0.9390525817871094,0.31277593970298767,0.8854447603225708,0.0005
0.13610556721687317,0.9465627074241638,0.371038556098938,0.8692722320556641,0.0005
0.14514222741127014,0.9436741471290588,0.27693942189216614,0.8867924809455872,0.0005
0.13924315571784973,0.9448295831680298,0.3447076976299286,0.8827493190765381,0.0005
0.12993207573890686,0.9433853030204773,0.38858354091644287,0.8760107755661011,0.0005
0.13492071628570557,0.9480069279670715,0.312624990940094,0.9002695679664612,0.0005
0.11129704862833023,0.9578278660774231,0.27751633524894714,0.9043126702308655,0.00025
0.1105731800198555,0.9563835859298706,0.293035089969635,0.8908355832099915,0.00025
0.09923350065946579,0.9624494314193726,0.28913432359695435,0.9016172289848328,0.00025
