loss,accuracy,val_loss,val_accuracy,lr
0.773594081401825,0.6588677167892456,0.5072408318519592,0.7533692717552185,0.001
0.5597909688949585,0.7414789199829102,0.46367359161376953,0.7843665480613708,0.001
0.47448697686195374,0.7842287421226501,0.3941752016544342,0.828840970993042,0.001
0.41965577006340027,0.8079144954681396,0.3590643107891083,0.842318058013916,0.001
0.3774409592151642,0.8324667811393738,0.3477244973182678,0.85579514503479,0.001
0.3462105989456177,0.8469092845916748,0.3452356457710266,0.8611859679222107,0.001
0.31806400418281555,0.8630849123001099,0.3280283808708191,0.8652291297912598,0.001
0.29950767755508423,0.8740612268447876,0.35534152388572693,0.842318058013916,0.001
0.2860974967479706,0.8772385716438293,0.37995100021362305,0.8517520427703857,0.001
0.28375643491744995,0.8772385716438293,0.32317566871643066,0.8706199526786804,0.001
0.24481818079948425,0.8989023566246033,0.3209676742553711,0.8733153343200684,0.001
0.2656501233577728,0.8911033868789673,0.3437308371067047,0.8571428656578064,0.001
0.2155580371618271,0.9121894836425781,0.31486979126930237,0.8692722320556641,0.001
0.21869972348213196,0.9127671718597412,0.28961077332496643,0.8800539374351501,0.001
0.2309493124485016,0.9046793580055237,0.3562064468860626,0.8611859679222107,0.001
0.2064741998910904,0.9182553291320801,0.32122114300727844,0.8800539374351501,0.001
0.17507882416248322,0.9312536120414734,0.5189462304115295,0.8180593252182007,0.001
0.17201578617095947,0.9283651113510132,0.27780020236968994,0.8962264060974121,0.0005
0.15071243047714233,0.9373194575309753,0.2824566960334778,0.9083557724952698,0.0005
0.14129452407360077,0.9451184272766113,0.262781023979187,0.9029649496078491,0.0005
0.1291905641555786,0.9506065845489502,0.30752262473106384,0.8989218473434448,0.0005
0.12769542634487152,0.9465627074241638,0.2904716730117798,0.8867924809455872,0.0005
0.1427227407693863,0.9468515515327454,0.30548855662345886,0.8840970396995544,0.0005
0.12909141182899475,0.949451208114624,0.2836357057094574,0.8989218473434448,0.00025
0.11220111697912216,0.9630271792411804,0.29306432604789734,0.8948786854743958,0.00025
0.09615762531757355,0.9627382755279541,0.2964441478252411,0.9083557724952698,0.00025
