loss,accuracy,val_loss,val_accuracy,lr
0.7259379029273987,0.6054303646087646,0.6493992805480957,0.6873315572738647,0.001
0.5944218039512634,0.6995956301689148,0.5316058993339539,0.7911050915718079,0.001
0.526340663433075,0.7354130744934082,0.5898137092590332,0.7331536412239075,0.001
0.49482956528663635,0.7602542042732239,0.4347960352897644,0.815363883972168,0.001
0.47491684556007385,0.769208550453186,0.4267239570617676,0.8247978687286377,0.001
0.47162777185440063,0.7700750827789307,0.6024993062019348,0.7735849022865295,0.001
0.4358295202255249,0.7954939603805542,0.5201622843742371,0.8369272351264954,0.001
0.41854721307754517,0.7989601492881775,0.39013123512268066,0.8342317938804626,0.001
0.3965247571468353,0.8157134652137756,0.400656521320343,0.835579514503479,0.001
0.4151322841644287,0.8076256513595581,0.5415427088737488,0.835579514503479,0.001
0.3783476650714874,0.8246678113937378,0.41000086069107056,0.8450134992599487,0.001
0.3348081409931183,0.8480647206306458,0.47947606444358826,0.8517520427703857,0.0005
0.3151371479034424,0.8555747866630554,0.4035204350948334,0.8409703373908997,0.0005
0.3111608922481537,0.8633737564086914,0.405998170375824,0.8517520427703857,0.0005
